rc1,rc2,rc3,zs1,zs2,zs3,nfp,etabar,B2c,p2,axis_length,iota,max_elongation,min_L_grad_B,min_R0,r_singularity,L_grad_grad_B,B20_variation,beta,DMerc_times_r2
-0.5056639,-0.04814916,-0.0076112584,0.5723897,0.034772474,0.0063268235,3.0,-1.0005475,-4.2971554,-261210.12,12.264668557354472,2.2562326002686275,5.098842379180948,0.4181714327070914,0.4385757087729869,0.0908307782131207,0.2769619710931018,2.462728941584065,0.0027081077576967,0.9875302929703238
-0.67362,0.02350256,0.01096872,-0.53823954,0.017699538,0.00395874,3.0,1.8020837,-0.7536422,-52422.562,13.292207377520178,-2.3011643429686788,4.394561389961323,0.3800281351576365,0.3608512943610547,0.0519659006587964,0.2205063314394612,2.9249294448380034,0.0001778955267376,0.3225120821628185
-0.602105,0.030859854,-0.00027304626,-0.6477962,0.035201285,-0.0019994606,3.0,1.1829729,-0.085705996,-25688.906,13.528517742897607,-2.053235026816173,4.251567565152159,0.4816219962739194,0.4284817863372152,0.1789812692276061,0.2918838188127368,1.2255379325834697,0.0010341193031494,0.0253916579124461
0.46750942,0.0060528126,-0.010478146,0.46720082,0.01713293,-0.0030787885,5.0,1.9114025,-1.2565527,-169924.25,16.082908682166714,-3.4919317436572426,2.61638975806579,0.4014735013675063,0.549021540209651,0.0726464371309086,0.2054319604076639,2.398905700115235,0.0011269220199086,1.022341680516336
-0.56478715,0.04070994,-0.016047982,-0.5612861,0.019654484,-0.010437147,5.0,2.2795753,-3.1224606,-87238.31,18.9386795496723,-4.002760660860977,3.743351623395706,0.463336093100057,0.4598748069256543,0.0716120061161659,0.2966990743571091,1.1228516992465334,0.0005621973580416,0.0833933092994902
0.578776,0.016133582,-0.012359455,-0.6518842,-0.049311124,0.009991003,3.0,-1.2623867,-1.4666965,-359903.44,13.396917,2.1822748,6.022824,0.49166617,0.44971704,0.05130309,0.2787306,3.222867,0.0011903726,0.9187767
-0.59112513,0.03891349,-0.012713257,0.6386292,-0.039671086,0.0144389495,4.0,1.515963,0.07958114,-132768.28,16.855188,2.84667,3.2041945,0.54789525,0.4350751,0.11682618,0.3190995,1.3207989,0.0022771126,0.017389657
0.5776362,-0.0255269,-0.0028729844,0.66990364,0.003065423,-0.0060132043,2.0,-0.7730133,-0.9267816,-185212.06,10.299678486455573,-1.4748114593226918,7.812906997998081,0.3457423798419284,0.3997099022381006,0.074929641312377,0.175852126739174,2.2937645643056,0.0013067317377359,0.1149711578044124
-0.6377214,0.033609822,-0.011803231,-0.72786045,0.07511406,-0.011915943,2.0,-0.7559725,-1.0512394,-101462.25,10.84504479551278,-1.3603770292103186,5.9122508689404105,0.3281508056155783,0.384085171855986,0.0534651929841135,0.1528862341347279,2.805783351046171,0.0003644656726968,0.1000025086971882
0.12189514,-0.014824466,-0.0036066081,0.83066905,0.2033011,0.024161356,1.0,-0.6354096,0.507565,-104692.125,7.437479683195085,0.2202094528110002,6.840667641262887,0.5675447434545678,0.8668870003893969,0.0539484699821363,0.2976731253453716,1.620196179741234,0.0003828971586686,0.0891739706032073
-0.6037259,0.039236877,0.012473008,-0.5780166,0.020191124,0.017253896,3.0,-0.9544703,-0.94070446,-31677.0,12.98606,-2.0597496,4.7912803,0.45334136,0.44798398,0.13969831,0.24899079,1.023127,0.0007768483,0.053745728
-0.70971084,0.024587993,0.0005640659,-0.690274,0.082434,-0.026403926,2.0,0.70835763,-4.6073856,-537425.7,11.082276,-1.4430382,5.394974,0.30083963,0.31544122,0.051373545,0.17227204,2.5964477,0.0017824089,1.2968502
0.5073599,-0.05151752,0.0072813774,0.5227049,-0.04039409,0.0115588335,2.0,-1.1417798,-2.7210603,-39593.625,9.337522376078352,-1.5105622050596024,6.167461006801878,0.3022006655096165,0.4338411805219947,0.0592346782737121,0.1865093093843695,1.5333171973902229,0.0001745770688636,0.0494272283501271
-0.5954861,-0.0014691753,0.010234694,-0.64949286,-0.0122725405,0.010685557,3.0,-0.9151519,-1.8422999,-122402.3,13.553848460466456,-2.2350508361957826,5.681474634021293,0.4976644979439391,0.4132794141769407,0.1606341293598684,0.3327862276605079,1.021528316627824,0.0039689449839404,0.327234985954692
0.5860859,0.0012825043,0.015385421,0.5790904,-0.025310947,0.016079623,3.0,1.2251484,-1.4205232,-117998.5,12.909122091816084,-2.193824565662434,4.416019670128567,0.4168502957514239,0.3998111677356061,0.1115242874636817,0.2397144439985523,1.529106812566969,0.0018442732407975,0.1413364407393288
0.60151476,0.024339328,0.0023170505,0.48418045,-0.020918643,-0.0028465774,3.0,-1.6834624,-2.2181327,-33082.188,12.274434119633716,-2.162683275873971,3.8638286265749326,0.3770914297667255,0.4205075204372406,0.07644235340022,0.2367001723040208,1.724345300391671,0.0002429249829223,0.0870979689848085
-0.5324229,-0.04563737,-0.016462438,0.59960675,0.04413741,0.0010865547,2.0,-0.92262733,-1.7565415,-35175.875,9.819541797769563,1.495611018704432,7.982402801819545,0.3365302977286611,0.4054772928357122,0.0540073672838856,0.1777417761356452,1.3293882648483226,0.0001289320201898,0.029914259568457
0.61893296,-0.020518864,0.038249463,0.59512305,-0.070606634,0.02722439,2.0,-0.8058344,-3.9469366,-188880.34,10.342924,-1.7015982,8.928309,0.3732418,0.3222987,0.08981564,0.23089238,2.704276,0.0019146991,0.117583044
-0.5048474,0.018238429,-0.0027653407,0.59196675,-0.023742085,0.0076123644,5.0,1.4900388,-0.9472617,-5560.0625,18.46687345881528,3.5546754160346272,2.9672953552990453,0.4887682603908335,0.5106256809085605,0.2082580319434344,0.301841478387705,1.871966501808381,0.0003030351854357,0.0154099308450049
0.53802,-0.015068137,0.005222579,-0.65506065,-0.007860174,-0.006091782,4.0,1.2779744,-1.8607061,-65371.438,16.441066760954254,2.897553184888962,4.314046586770854,0.4565021813419588,0.4416892691515385,0.163595615972897,0.3248648405781387,2.494123164032902,0.0021985746779827,0.2065268940779025
-0.5307187,0.019628584,5.534885e-05,0.67605317,-0.036830034,0.002704543,4.0,-1.1499159,-0.7775328,-82311.06,16.604577354713218,2.825272763716593,5.26618493601396,0.4549962634730931,0.488965249038301,0.1780920047022262,0.3348532388657347,1.7967223557274532,0.0032806274690466,0.179133680648578
-0.60524845,0.085364714,-0.0035623177,-0.5963605,0.09403372,-0.002656645,5.0,2.3839393,-1.2217442,-50378.562,20.336326924489697,-4.10463317582409,4.433569762220719,0.5746306176039945,0.4765539453364906,0.0803365496137149,0.2615205908920032,0.4617919978285965,0.0004085845925531,0.1791946825212692
-0.52275836,0.028598482,-0.014065051,0.60530084,-0.023843454,0.015239192,5.0,-1.4818469,-2.1061325,-86479.44,18.930208,3.5345793,2.9756587,0.5048636,0.49177507,0.17494711,0.29355815,2.480149,0.0033261077,0.19679198
-0.5533802,0.056205824,-0.006850738,-0.52005684,0.07055374,-0.011407342,4.0,-1.6900555,-1.0230165,-59117.656,15.1201338445318,-2.682083790680365,2.795368055444184,0.3759211791449603,0.4959748946130273,0.0972397432943835,0.1862662234278275,1.7458370585427536,0.0007024488070007,0.1087654238086023
0.5567554,0.015383489,-0.004350416,-0.56853795,-0.012122432,0.009290596,4.0,-1.3586727,-3.2146237,-473018.6,15.62946357269228,2.8054867560577192,3.249152413448867,0.5026192032023691,0.4629784817807376,0.1196051736165376,0.2671885278166625,2.2679475164996887,0.0085033099235781,0.6086758437519153
0.5408512,0.026005095,-0.010187909,0.5112223,0.038126256,-0.0034421794,3.0,-0.98961556,-0.44857472,-418574.1,11.883043121994955,-2.0002303575775,3.607941105341472,0.3657606043173412,0.4953418280929327,0.1342980589380426,0.1954140068019335,3.115374005801009,0.0094868422927224,0.0566008928143131
-0.5319836,0.016964745,-0.001505748,-0.5711854,0.0120940935,-0.007877603,4.0,-1.2683614,-1.2566147,-151940.12,15.354483707088718,-2.7550523769191817,3.365726452465676,0.4504336206199666,0.4834753827890378,0.1805623171142533,0.2400904990106187,1.046280811032854,0.0062249602419642,0.2324882321650077
-0.5460175,-0.041486382,-0.000818495,-0.5917515,-0.057048604,-0.0063688084,3.0,1.3015943,-0.5535247,-60208.344,12.80213,-2.2900953,5.3067617,0.42816854,0.4116776,0.13340504,0.27127576,0.7904185,0.0013465147,0.045266297
0.6297947,0.00649944,-0.003972136,-0.5276328,0.021742778,0.013439271,3.0,-1.6257935,-0.012598455,-105392.06,12.87484,2.1693008,3.658932,0.3956104,0.38067687,0.094760925,0.2039602,2.6797493,0.0011892588,0.08904862
0.5555067,-0.04293378,0.007582936,0.5593718,-0.03534725,0.00934766,3.0,1.1877697,-0.32511175,-32802.562,12.578248462130738,-2.212651268142531,3.5487710163207424,0.4143060064071369,0.3939765770919622,0.2343500922486454,0.3017490674370247,1.3701559690581084,0.002263851280502,0.0163162895430566
-0.5424304,0.03861577,-0.0072442875,0.5161822,-0.033709258,0.0120283775,4.0,1.6311171,-1.3042402,-43528.97,14.873035,2.712549,2.5776625,0.41780046,0.48894107,0.13347687,0.20986791,1.3658144,0.0009745413,0.03375803
0.55252427,-0.010103866,0.008957446,-0.62114394,0.00027187075,-0.024370614,4.0,-1.3151534,-1.4134388,-323951.7,16.2173857399351,2.799527777629003,3.202517612879819,0.4009596822117546,0.4284144192934037,0.0769740604043435,0.1954398297018647,2.3515489955348183,0.0024120088849306,0.2091814927083102
0.46092153,-0.06267897,0.0049145934,-0.519835,0.07121746,-0.0017766281,5.0,2.2283943,-2.1333027,-54521.547,17.19053987449979,4.29389506780436,4.98444605462153,0.3761483303941222,0.4714849102310835,0.0569696826098721,0.2458564851157466,1.2478068410619103,0.0002223645914573,0.2519923112912603
0.5125023,-0.056652416,0.0086079165,0.6785242,0.007765509,0.021093776,2.0,0.73052955,-0.8032497,-78139.03,10.068962,-1.3576499,6.741043,0.3504391,0.42223737,0.093350895,0.22689459,2.4714088,0.0008556869,0.06638775
-0.7126008,0.05227813,-0.01846097,0.6150805,-0.017488807,0.0051121973,2.0,-1.0364312,-2.0881333,-115211.625,10.717460906062056,1.4411322001364717,5.00124035819291,0.3078318531279498,0.3212163336575029,0.0529443963904947,0.1569614525174003,2.508151137234984,0.0004058318884025,0.0589989929680343
-0.68234247,0.051760316,0.011519871,0.70336723,-0.067398846,-0.008241405,3.0,0.9304796,-0.78986686,-10254.094,14.746950525174586,2.1217028013864385,4.124961377608611,0.532608955849521,0.3809377169236538,0.1645308647290133,0.2616788543313219,0.5897923599194912,0.0003488204260912,0.0190632094192311
-0.5649443,0.07211038,0.0021716668,-0.5144593,0.052715514,0.006845441,4.0,1.1575893,-1.1792774,-120258.64,15.18453562843041,-2.6677762427206333,3.181901607041934,0.4518560349628028,0.5093377172015606,0.1635421713646226,0.2245944963020776,1.5625561746445773,0.0040419010157576,0.2393954521865675
0.55990976,0.013333286,0.008133542,-0.6364777,-0.011486506,-0.007153195,4.0,-1.3957965,-2.0477927,-191247.06,16.442978611439884,2.843091058581253,3.674424643486964,0.5140417289462762,0.4452899834141135,0.167764360513372,0.3774636182607858,1.8787098403470628,0.0067640070057211,0.1526883873315998
-0.4799889,-0.016970357,-0.0116108265,0.58518195,0.003907103,0.012764533,4.0,1.4196929,-0.93108726,-73662.875,14.955793109913383,2.747854361227853,3.861528097649524,0.4581367275280329,0.4914299137890338,0.1960418320174337,0.3219906610818945,1.6908555213124783,0.0035575911308069,0.1193552430912707
0.6003463,-0.010903964,0.016152848,0.6344415,0.0053819786,0.015395455,2.0,-1.1634601,-1.2399118,-50350.375,10.225783919593402,-1.4749562694003202,6.38010333418317,0.3353865977884769,0.372596861794591,0.0706257856857116,0.1844612354167221,1.1541414225532298,0.0003156015721146,0.0253956358615905
0.54510856,-0.000759054,-0.0068982225,-0.6002184,0.003179823,0.0059831874,5.0,1.6898158,-1.9876516,-114096.75,19.224473440588365,3.860375462533772,3.1907863591636203,0.4927039530042287,0.4610306117683649,0.151436893024499,0.3844154960988648,1.3021225316446357,0.0032881113744879,0.1923754046578697
0.49053398,-0.04475419,0.027238347,0.5998316,-0.03026116,0.03341597,3.0,-1.3550719,-0.39844364,-238174.53,12.377576,-2.151689,5.2739844,0.37998837,0.43747348,0.05141525,0.16780666,3.7578056,0.00079120515,0.07281837
-0.58415705,-0.0049033463,0.016829556,-0.50424516,0.00887222,0.010658806,3.0,-1.462431,-1.4885988,-73770.125,12.246107037795904,-2.145305879740323,3.544203701965684,0.3638557487255285,0.4277691598981618,0.1176618567269834,0.2120565047217999,1.9994766629053269,0.0012833992409176,0.1667507764776162
-0.57688576,0.08118543,-0.0031608157,-0.6879981,0.116133586,-0.014806207,3.0,-0.76752067,-0.7558585,-91925.375,13.824682329207349,-1.9488124590642848,7.060487520458205,0.4463312297663058,0.5011388547718522,0.1035299066899619,0.1925142128096593,1.5363431837899597,0.0012381604271224,0.1480916979186601
-0.61583173,-0.04836645,0.008787452,-0.7353497,-0.01931922,-0.011220299,3.0,-0.9184478,-1.9093788,-181769.0,14.550913312310996,-2.228999596967644,4.933462345354314,0.4578490881116612,0.3445892697200178,0.0718923384450399,0.2610465830965772,3.151992376206465,0.0011805785882069,0.4695034269885589
0.5926649,0.013841558,-0.017242705,0.4940712,0.015792642,-0.013742918,3.0,1.1937792,0.25394988,-78180.81,12.21745229120003,-2.0191280953675967,2.8630994642114738,0.3762198729801551,0.4384193662554024,0.1881038924382585,0.2111719755543386,3.0892312889398763,0.003476206830556,0.0137776369552688
0.612057,0.05138155,0.00089925766,-0.6128181,-0.03821695,-5.0000497e-05,4.0,-1.23229,-0.7705931,-167594.84,16.81588,2.7880986,3.0185568,0.54218423,0.43842533,0.2223464,0.34772208,0.31365284,0.010411916,0.07359849
-0.6154516,0.036743145,0.011287555,0.6150001,-0.03254969,-0.009918964,3.0,-1.3342428,-0.53160137,-50508.92,13.383970314472196,2.101904352706332,4.591577987431159,0.5232382440992174,0.4325791262090203,0.1370719349214685,0.2375945165141282,0.436178443711972,0.0011925457506513,0.0419916052255597
-0.55808735,0.019466456,-0.004796485,-0.53138644,0.020769514,-0.007902281,4.0,-1.4802957,-2.2620316,-58018.58,15.217411432959237,-2.753331857115366,2.3676910198996177,0.4197361697520908,0.4565826221369204,0.1257878528582621,0.2607906384041352,1.748786950289663,0.0011535976248756,0.1094126198446769
-0.5502739,0.002239672,-0.0067347996,0.55770695,0.01685611,0.0044915276,4.0,1.3166523,-1.2438142,-3801.75,15.459728678519518,2.8492942430011388,3.240896271721571,0.4687957910596941,0.4452309771440922,0.2005527006781547,0.305535680281224,1.153651136661162,0.0001921544506275,0.0082363356770161
0.60866576,-0.026221018,-0.0022671912,0.6174307,-0.018350162,0.007861827,2.0,-0.6492917,-3.6826677,-60330.938,10.233992020857082,-1.5986320710345523,7.46732263085029,0.3267458286074945,0.3673804085701703,0.0764018146797339,0.2254179050420666,1.1203471729576222,0.0004425448447334,0.167532568409411
-0.6018865,0.033024788,0.012567689,-0.58062994,0.02854681,0.015154846,4.0,1.8151822,-1.8451879,-197647.1,16.320620838673364,-3.0162683006564155,3.7215387625222256,0.5417947184996676,0.4437059657648204,0.0855516822113728,0.3413933055500421,0.4104159493182866,0.0018178473182878,0.1042839505846893
0.4927087,0.015992936,-0.0047153365,-0.56170106,-0.023362936,0.00398273,4.0,-1.5359048,-1.91219,-38975.312,14.805597,2.7857723,4.1081324,0.4603165,0.5279996,0.1604326,0.3479327,2.8091805,0.0012606215,0.10399085
0.57175386,-0.038162064,0.016967341,0.6765909,0.0043953853,0.038768634,2.0,1.1050785,-1.1581016,-70549.25,10.352456431826091,-1.4039269607930176,6.311381451780584,0.3765516678146426,0.3731167353689671,0.0676382060659334,0.2144442303523971,1.3910980883750597,0.0004055892411856,0.0774003364236701
0.54266226,-0.015565177,-0.014453787,0.6704256,-0.0028845025,-0.010208648,3.0,0.783763,-2.4214077,-94792.66,13.308587,-2.3214107,8.04859,0.48483017,0.45622635,0.119752966,0.33707374,1.7931771,0.0017082723,0.35863063
0.4511928,-0.046802983,0.010358234,0.5393218,-0.047504548,0.00842762,4.0,-1.3030002,-1.1018858,-97864.41,14.288343709579577,-2.974488031566949,4.771591813192226,0.3937400074976947,0.4916459871456028,0.1703858031498182,0.2489986512356502,2.0764686639117227,0.0035702731271431,0.1269940732885188
0.59597677,0.01524134,0.0049925717,-0.61420584,-0.015547369,-0.008998437,3.0,-0.988212,-0.045434177,-14577.6875,13.203043955688967,2.1316394590817667,3.7924153083533256,0.4250775545850851,0.4142719982191919,0.2967148007303876,0.2765104760119274,1.880571983453267,0.0016127866533857,0.0068245548508135
0.6244395,0.00379944,0.0025900751,0.6601223,0.015582865,0.020217642,3.0,-0.99559593,-1.6817985,-152342.69,13.854558875652742,-2.11193980603514,4.1303298417322445,0.4233871119267454,0.3767698870506138,0.1136002261598204,0.2100215332027177,1.3960600591644656,0.0024705285028499,0.2268336852121687
-0.6002346,-0.03511966,0.008233818,-0.5142882,-0.025317676,0.0017621479,3.0,1.4765377,-0.20446622,-13142.094,12.580556,-2.2336915,3.319752,0.36684915,0.37287953,0.18309945,0.2420238,2.3363187,0.00055366685,0.010883557
-0.4727548,-0.019516373,-0.00483282,0.5555494,0.011013412,0.00927862,5.0,-1.7938545,-0.68194664,-63230.188,17.496265,3.6815696,3.109095,0.4407715,0.502896,0.10582921,0.3113198,1.7476193,0.0008899087,0.29690906
0.6560325,0.0027427454,0.011504267,0.7678338,0.0011243699,0.0037752134,2.0,0.8084114,-3.0385225,-400210.56,11.202351575372504,-1.4599441602315424,8.401456555829645,0.4154564976955616,0.3352059754543007,0.0685080707985344,0.2309045692408367,1.6131185079619126,0.0023603797834333,0.6074473126492757
-0.6444731,-0.007787821,-0.010450643,-0.6785194,-0.013233282,-0.009787032,2.0,0.7888961,-1.4318452,-180776.62,10.705085,-1.510957,6.5558085,0.36837664,0.33728847,0.10953895,0.25836185,1.2532744,0.0027257707,0.16624275
-0.63053346,0.039626993,0.008615956,-0.48579222,0.026189005,0.012429047,3.0,1.4337127,-1.7950464,-136619.08,12.477577758422203,-1.9760214338727409,2.884847373600838,0.3396023751499327,0.4177094921469688,0.0667192137240708,0.1599003628414849,2.0617111494591187,0.000764228190383,0.0093659343790897
-0.7095567,0.0748499,0.007482798,-0.686003,0.0585133,0.009179604,3.0,1.3812258,-0.3203351,-173509.1,14.849165,-2.1876328,5.0527782,0.5636311,0.372776,0.06269217,0.2286306,1.9227225,0.0008569565,0.25429094
-0.58780897,0.057801075,0.0013386465,-0.64460963,0.093518384,-0.002254822,3.0,1.0416753,-0.4350445,-63211.875,13.456589006990704,-1.922016923972486,4.861866547719751,0.4756440423334828,0.4713307551573956,0.1031172645923994,0.2082601341019985,1.2653143937730411,0.0008446393383488,0.0765322426363471
-0.68059385,0.103005685,-0.0039610984,-0.65818346,0.100010514,-0.0066876775,3.0,-1.0358981,-0.90104204,-188337.0,14.4400256520213,-1.954073412460598,3.609865557521287,0.4831225783675091,0.4184507383033632,0.1461154985951176,0.2222550583331761,0.9275714115616128,0.0050528694901812,0.1818282485599654
-0.571388,0.076562874,-0.00063495786,-0.5701226,0.06814038,0.00072098617,5.0,2.323921,-1.6208811,-74889.94,19.325879640996057,-3.973917331849155,3.9182504576021,0.5122441161488487,0.5045399099471976,0.0632426448274135,0.2272304240577931,0.5394397238029445,0.0003764032634208,0.6870090852724637
